Plant,Brand,Product,Material,Description,Stock Qty,Bin NO,Updated Date
F006,AS,RMTHOOKB,TNASHBR07637,GOLD HOOK AND EYE,7580,,
F006,AS,RMTHOOKB,TNASHBR2795,OXIDIZED HOOK AND BAR,1240,,
F006,AS,RMTBUTTON,TNASHBR2795,OXIDIZED HOOK AND BAR#,1240,S1565,2025-02-22 00:00:00
F006,AS,RMTTAPE,TNASLAC08158,ASWW Ladder lace  1/2,500,S0565,2025-03-11 00:00:00
F006,AS,,TNASLPD08478,ASWW7MMBLACKBA,700,S0517,2025-03-03 00:00:00
F006,AS,RMPACKGNG,TNASMCL0005N,M Clip 35.02mm x 20.16mm HIPS Thickness-,58325,,
F006,AS,RMPACKGNG,TNASMCL0006N,As METAL PIN BRASS CLIP WITH SS COATING,994,S0653,2025-02-15 00:00:00
F006,AS,RMTLABEL,TNASMNL0387N,As Bespoke Trouser  Sharp Fit  40,500,S0705,2025-02-19 00:00:00
F006,AS,RMTLABEL,TNASMNL0392N,As Bespoke Trouser  Sharp Fit  30,905,S0705,2025-02-19 00:00:00
F006,AS,RMTLABEL,TNASMNL0393N,As Bespoke Trouser  Sharp Fit  28,2223,S0705,2025-02-19 00:00:00
F006,AS,RMTLABEL,TNASMNL1139,ikat main label,500,S0663,2025-02-17 00:00:00
F006,AS,RMPACKGNG,TNASOTH0245N,AS brown tape 72mm X 65 mtrs 42 microns,32368,,
F006,AS,RMTPYBAG,TNASPBB0027N,BioPoly 15Lx10.5Wx2Gx2F in Std pac 20Mic,58954,,
F006,AS,RMTPYBAG,TNASPBB0037N,LP 15L+2 9.75W x 2G x 2F inch PP 50,5000,,
F006,AS,RMTPYBAG,TNASPBB0282,AS SHIRT COLLAR BONE / BUTTON POUCH  2*3,314410,,
F006,AS,RMTPYBAG,TNASPBB07702,27cm wx35cm L+5.5cm flap with selak200gu,7,,
F006,AS,RMTTAPE,TNASPCT06869,navy+white polyester tape,1272,,
F006,AS,RMTTAPE,TNASPCT07138,red 6mm gros grain solid tape,100,,
F006,AS,RMTTAPE,TNASPCT07548,LIME GROSS GRAIN TAPE - TAPE 23,15146,,
F006,AS,RMTTAPE,TNASPCT07550,ORANGE GROSS GRAIN TAPE - TAPE 25,18266,,
F006,AS,RMTTAPE,TNASPCT07551,YELLOW GROSS GRAIN TAPE - TAPE 26,7600,,
F006,AS,RMTTAPE,TNASPCT07552,GREEN GROSS GRAIN TAPE - TAPE 27,18950,,
F006,AS,RMTTAPE,TNASPCT07553,BLUE GROSS GRAIN TAPE - TAPE 28,11850,,
F006,AS,RMTPOCKET,TNASPKD06909,pushpak Trads 12*16,1072.3,,
F006,AS,RMTTAPE,TNASPTT01145,herringbone navy tape,1390,,
F006,AS,RMTTAPE,TNASPTT01146,herringbone red tape,590,,
F006,AS,RMTTAPE,TNASPTT01147,herringbone yellow tape,1050,,
F006,AS,RMTTAPE,TNASPTT01148,herringbone black tape,650,,
F006,AS,RMTTAPE,TNASPTT01149,navy red gross grain tape,600,,
F006,AS,RMTTAPE,TNASPTT08028,1.5cm woven tape,2095,S0662,2025-02-17 00:00:00
F006,AS,RMTTAPE,TNASPTT08770,15MM  NAVY BLUE  YARNDYAED TAPE,1150,,
F006,AS,RMTTAPE,TNASPTT3572,8MM STANDARD GROSS GRAIN TAPE- Preppy Na,7906,P0140/P0155,
F006,AS,RMTSTICKR,TNASQCS0272,AS SHIRTQUALITY CHECKED STICKERS COMMON,297707,,
F006,AS,RMTSTICKR,TNASQCS0539,QC Stciker,4,,
F006,AS,RMTBUTTON,TNASRSN3935,28L SPRING SNAPS 4 PARTS  GOLD METAL,837,,
F006,AS,RMTSLUGS,TNASSLG0006N,As White Seal Tag,35120,,
F006,AS,RMTLABEL,TNASSPL0061N,As foling 349 GUSSET  Toplight,11896,S0652,2025-02-15 00:00:00
F006,AS,RMTSUPPRT,TNASSUP0009N,Back sup33x20.5 cm craft back 500 GSM MA,1523,,
F006,AS,RMTSUPPRT,TNASSUP0010N,Back sup curve 33x22.5 cm craft back 500,4000,,
F006,AS,RMTSUPPRT,TNASSUP0011N,G1  Collar Support 36.5 x 2.4 cm Grey Ba,40792,,
F006,AS,RMTSUPPRT,TNASSUP0012N,G2 Collar Support 36.5 x 2.6 cm  Grey Ba,5524,,
F006,AS,RMTSUPPRT,TNASSUP0018N,AS Back sup 33x20.5 cm craft back 500 GS,33734,,
F006,AS,RMTLABEL,TNASSZL0515N,AS 1920U758Â  SIZE 38,7565,S0550,2025-03-10 00:00:00
F006,AS,RMTLABEL,TNASSZL0516N,AS 1920U758Â  SIZE 39,5588,S0483/S0462,2025-03-17 00:00:00
F006,AS,RMTLABEL,TNASSZL0517N,AS 1920U758Â  SIZE 40,2512,S0513/S0483/S0462,2025-03-17 00:00:00
F006,AS,RMTLABEL,TNASSZL0518N,AS 1920U758Â  SIZE 42,2651,S0462,2025-03-17 00:00:00
F006,AS,RMTLABEL,TNASSZL0519N,AS 1920U758Â  SIZE 44,4737,S0550,2025-03-10 00:00:00
F006,AS,RMTLABEL,TNASSZL0520N,AS 1920U758Â  SIZE 46,14417,S0550/S0458,2025-03-17 00:00:00
F006,AS,RMTLABEL,TNASSZL0521N,AS 1920U758Â  SIZE 38,1008,S0702,2025-02-19 00:00:00
F006,AS,RMTLABEL,TNASSZL0522N,AS 1920U758Â  SIZE 39,780,S0653,2025-02-15 00:00:00
F006,AS,RMTLABEL,TNASSZL0523N,AS 1920U758Â  SIZE 40,39,S0702,2025-02-19 00:00:00
F006,AS,RMTLABEL,TNASSZL0524N,AS 1920U758Â  SIZE 42,7196,S0693,2025-02-18 00:00:00
F006,AS,RMTLABEL,TNASSZL0525N,AS 1920U758Â  SIZE 44,7446,S0693,2025-02-18 00:00:00
F006,AS,RMTLABEL,TNASSZL0526N,AS 1920U758Â  SIZE 46,18168,S0702,2025-02-19 00:00:00
F006,AS,RMTLABEL,TNASSZL0527N,AS 1920U758Â  SIZE 38,3515,S0728,2025-02-22 00:00:00
F006,AS,RMTLABEL,TNASSZL0530N,AS 1920U758Â  SIZE 42,155,S0661,2025-02-15 00:00:00
F006,AS,RMTLABEL,TNASSZL0531N,AS 1920U758Â  SIZE 44,499,S0661,2025-02-15 00:00:00
F006,AS,RMTLABEL,TNASSZL0539N,As Navy With White S 1920U757,13605,S0663,2025-02-17 00:00:00
F006,AS,RMTLABEL,TNASSZL0540N,As Navy With White  M 1920U757,9545,S0639,2025-02-10 00:00:00
F006,AS,RMTLABEL,TNASSZL0541N,As Navy With White  L 1920U757,8352,S0663,2025-02-17 00:00:00
F006,AS,RMTLABEL,TNASSZL0542N,AS Navy With White  XL 1920U757,5933,S0661,2025-02-15 00:00:00
F006,AS,RMTLABEL,TNASSZL0543N,AS Navy With White XXL 1920U757,1724,S0661,2025-02-15 00:00:00
F006,AS,RMTLABEL,TNASSZL0544N,AS Navy With White  3XL 1920U757,32,S0661,2025-02-15 00:00:00
F006,AS,RMTLABEL,TNASSZL0552N,AS Shirt size 48 Navy with White,767,S0458,2025-03-17 00:00:00
F006,AS,RMTLABEL,TNASSZL0554N,AS Shirt size 50 Black with White,300,S0458,2025-03-17 00:00:00
F006,AS,RMTLABEL,TNASSZL0557N,AS Shirt size 52 Black with White,300,S0458,2025-03-17 00:00:00
F006,AS,RMTLABEL,TNASSZL0720N,As classic fit loop label 38,53455,S0700/S0709/S0711,2025-02-19 00:00:00
F006,AS,RMTLABEL,TNASSZL0721N,AS classic fit loop label 39,72352,S0700/S0701/S0711,2025-02-19 00:00:00
F006,AS,RMTLABEL,TNASSZL0722N,As classic fit loop label 40,75987,S0701/S0704,2025-02-19 00:00:00
F006,AS,RMTLABEL,TNASSZL0723N,As classic fit loop label 42,89409,S0717/S0722,2025-02-20 00:00:00
F006,AS,RMTLABEL,TNASSZL0724N,As classic fit loop label 44,64901,S0702/S0705,2025-02-19 00:00:00
F006,AS,RMTLABEL,TNASSZL0725N,As classic fit loop label 46,7379,S0691,2025-02-18 00:00:00
F006,AS,RMTLABEL,TNASSZL0726N,As classic fit loop label 48,169,S0691,2025-02-18 00:00:00
F006,AS,RMTLABEL,TNASSZL0727N,As classic fit loop label 50,3950,S0691,2025-02-18 00:00:00
F006,AS,RMTLABEL,TNASSZL0728N,As classic fit loop label 38,282,S0691,2025-02-18 00:00:00
F006,AS,RMTLABEL,TNASSZL0729N,AS classic fit loop label 39,10796,S0703,2025-02-19 00:00:00
F006,AS,RMTLABEL,TNASSZL0730N,As classic fit loop label 40,16120,S0706,2025-02-19 00:00:00
F006,AS,RMTLABEL,TNASSZL0731N,As classic fit loop label 42,12980,S0722,2025-02-21 00:00:00
F006,AS,RMTLABEL,TNASSZL0732N,As classic fit loop label 44,3546,S706,2025-02-19 00:00:00
F006,AS,RMTLABEL,TNASSZL0732N,As classic fit loop label 48,238,,
F006,AS,RMTLABEL,TNASSZL0735N,As classic fit loop label 50,200,S0703,2025-02-19 00:00:00
F006,AS,RMTLABEL,TNASSZL0745N,As  comfy slim fit navy with white 39,3500,S0657,2025-02-17 00:00:00
F006,AS,RMTLABEL,TNASSZL0746N,As  comfy slim fit navy with white 40,993,S0645,2025-02-14 00:00:00
F006,AS,RMTLABEL,TNASSZL0747N,As  comfy slim fit navy with white 42,2081,S0643,2025-02-15 00:00:00
F006,AS,RMTLABEL,TNASSZL0748N,As  comfy slim fit navy with white 44,16258,S0664,2025-02-17 00:00:00
F006,AS,RMTLABEL,TNASSZL0749N,As  comfy slim fit navy with white 46,31,S0664,2025-02-17 00:00:00
F006,AS,RMTLABEL,TNASSZL0750N,As  comfy slim fit navy with white 48,340,S0664,2025-02-17 00:00:00
F006,AS,RMTLABEL,TNASSZL0752N,AS comfy slim fit loop label 38,280,S0465,2025-03-17 00:00:00
F006,AS,RMTLABEL,TNASSZL0753N,AS comfy slim fit loop label 39,1010,S0465,2025-03-17 00:00:00
F006,AS,RMTLABEL,TNASSZL0754N,As comfy slim fit loop label 40,875,S0465,2025-03-17 00:00:00
F006,AS,RMTLABEL,TNASSZL0755N,As comfy slim fit loop label 42,693,S0465,2025-03-17 00:00:00
F006,AS,RMTLABEL,TNASSZL0756N,AS comfy slim fit loop label 44,342,S0488,2025-03-14 00:00:00
F006,AS,RMTLABEL,TNASSZL0758N,AS comfy slim fit loop label 48,100,S0488,2025-03-14 00:00:00
F006,AS,RMTLABEL,TNASSZL0759N,As comfy slim fit loop label 50,100,S0488,2025-03-14 00:00:00
F006,AS,RMTLABEL,TNASSZL0877N,AS 36 size label Colour Golden,6510,S0457,2025-03-17 00:00:00
F006,AS,RMTLABEL,TNASSZL0884N,AS classic fit  36 TNASSZL0720N,390,S0730,2025-02-21 00:00:00
F006,AS,RMTLABEL,TNASSZL0888N,As Bespoke Shirt Classic Fit  38,734,S0520,2025-03-03 00:00:00
F006,AS,RMTLABEL,TNASSZL0889N,As Bespoke Shirt Classic Fit  39,15590,S1549/S1548,2025-03-12 00:00:00
F006,AS,RMTLABEL,TNASSZL0890N,As Bespoke Shirt Classic Fit  40,21829,S0706/S0544/S1549,2025-02-19 00:00:00
F006,AS,RMTLABEL,TNASSZL0891N,As Bespoke Shirt Classic Fit  42,23890,S0542/S1549,2025-03-12 00:00:00
F006,AS,RMTLABEL,TNASSZL0892N,As Bespoke Shirt Classic Fit  44,15007,S0520/S1549/S0481,2025-03-12 00:00:00
F006,AS,RMTLABEL,TNASSZL0893N,As Bespoke Shirt Classic Fit  46,5786,S0520,2025-03-03 00:00:00
F006,AS,RMTLABEL,TNASSZL0894N,As Bespoke Shirt Classic Fit  48,8907,S0520/S1549/S0481,2025-03-03 00:00:00
F006,AS,RMTLABEL,TNASSZL0895N,As Bespoke Shirt Classic Fit  50,498,S0520,2025-03-03 00:00:00
F006,AS,RMTLABEL,TNASSZL0896N,As Bespoke Shirt Sharp Fit  38,214,S0523/S0481,2025-03-03 00:00:00
F006,AS,RMTLABEL,TNASSZL0897N,As Bespoke Shirt Sharp Fit  39,2863,S0523,2025-03-12 00:00:00
F006,AS,RMTLABEL,TNASSZL0898N,As Bespoke Shirt Sharp Fit  40,166,S0523,2025-03-03 00:00:00
F006,AS,RMTLABEL,TNASSZL0899N,As Bespoke Shirt Sharp Fit  42,121,S0523,2025-03-03 00:00:00
F006,AS,RMTLABEL,TNASSZL0900N,As Bespoke Shirt Sharp Fit  44,1179,S0523,2025-03-03 00:00:00
F006,AS,RMTLABEL,TNASSZL0901N,As Bespoke Shirt Sharp Fit  46,1008,S0481,2025-03-13 00:00:00
F006,AS,RMTLABEL,TNASSZL0902N,As Bespoke Shirt Sharp Fit  48,116,S0481,2025-03-13 00:00:00
F006,AS,RMTLABEL,TNASSZL0903N,As Bespoke Shirt Sharp Fit  50,198,S0523,2025-03-03 00:00:00
F006,AS,RMTLABEL,TNASSZL0904N,As Bespoke size label knits S,282,S0540,2025-03-10 00:00:00
F006,AS,RMTLABEL,TNASSZL0905N,As Bespoke size label knits M,441,S0540,2025-03-10 00:00:00
F006,AS,RMTLABEL,TNASSZL0906N,As Bespoke size label knits L,1868,S0540,2025-03-10 00:00:00
F006,AS,RMTLABEL,TNASSZL0907N,As Bespoke size label knits XL,796,S0540,2025-03-10 00:00:00
F006,AS,RMTLABEL,TNASSZL0908N,As Bespoke size label knits 2XL,500,S0540,2025-03-10 00:00:00
F006,AS,RMTLABEL,TNASSZL0909N,As Bespoke size label knits 3XL,176,S0540,2025-03-10 00:00:00
F006,AS,RMTLABEL,TNASSZL1075N,As Bespoke size label knits XS,100,S0540,2025-03-10 00:00:00
F006,AS,RMTLABEL,TNASSZL1140,ikat size label 40 size,290,,
F006,AS,RMTLABEL,TNASSZL2207,"Size label - 38, Blace base / White ltrs",5000,,
F006,AS,RMTLABEL,TNASSZL2208,"Size label 39, Black base / White ltrs",200,,
F006,AS,RMTLABEL,TNASSZL2209,"Size label - 40, Black base / White ltrs",96,,
F006,AS,RMTLABEL,TNASSZL2212,"Size label - 46, Black base / White ltrs",510,,
F006,AS,RMTLABEL,TNASSZL2213,"Size label - 48, Black base / White ltrs",400,,
F006,AS,RMTLABEL,TNASSZL2214,"Size label - 50, Black base / White ltrs",450,,
F006,AS,RMTLABEL,TNASSZL4739,ASWW Size Label - Vertical S BLACK,735,,
F006,AS,RMTLABEL,TNASSZL4740,ASWW Size Label - Vertical M BLACK,245,,
F006,AS,RMTLABEL,TNASSZL4742,ASWW Size Label - Vertical XL BLACK,395,,
F006,AS,RMTLABEL,TNASSZL6220,Ikat size label 39 size,167,,
F006,AS,RMTLABEL,TNASSZL6221,Ikat size label 42 size,130,,
F006,AS,RMTLABEL,TNASSZL6222,Ikat size label 44 size,316,,
F006,AS,RMTLABEL,TNASSZL6223,Ikat size label 46 size,420,,
F006,AS,RMTLABEL,TNASSZL6224,Ikat size label 48 size,130,,
F006,AS,RMTTAGS,TNASTAG0444N,AS GOND FOLKLORE Interfac,4400,,
F006,AS,RMTTAGS,TNASTAG0445N,AS REMINISCINCING IMPRESSION Inter face,4300,,
F006,AS,RMTTAGS,TNASTAG0446N,AS MEMPHIS MANIA interfac,49600,,
F006,AS,RMTTAGS,TNASTAG0447N,AS LIGHTS AND DOTS interface,2200,,
F006,AS,RMTTAGS,TNASTAG0448N,AS soul city collection interfac,1500,,
F006,AS,RMTTAGS,TNASTAG0449N,AS travel dairies interface,10500,,
F006,AS,RMTTAGS,TNASTAG0451N,AS  comfy slim fit collor size tag 38,436,,
F006,AS,RMTTAGS,TNASTAG0452N,AS  comfy slim fit collor size tag 39,11802,,
F006,AS,RMTTAGS,TNASTAG0453N,AS  comfy slim fit collor size tag 40,13649,,
F006,AS,RMTTAGS,TNASTAG0454N,AS  comfy slim fit collor size tag 42,11637,,
F006,AS,RMTTAGS,TNASTAG0455N,AS  comfy slim fit collor size tag 44,4464,,
F006,AS,RMTTAGS,TNASTAG0456N,AS  comfy slim fit collor size tag 46,128,,
F006,AS,RMTTAGS,TNASTAG0457N,AS  comfy slim fit collor size tag 48,89,,
F006,AS,RMTTAGS,TNASTAG0458N,AS  comfy slim fit collor size tag 50,199,,
F006,AS,RMPACKGNG,TNASTAG06771,AS khaki seal tag for heritage,1400,,
F006,AS,RMTTAGS,TNASTAG07134,AS IKAT HANG TAG,700,,
F006,AS,RMTTAGS,TNASTAG07347,secret wash tag,2315,,
F006,AS,RMTTAGS,TNASTAG07351,block print tag,2300,,
F006,AS,RMTTAGS,TNASTAG07352,knit shirt tag,2500,,
F006,AS,RMTTAGS,TNASTAG07363,100% LINEN TAG,6480,,
F006,AS,RMTTAGS,TNASTAG07364,COTTON LINEN TAG,900,,
F006,AS,RMTSLUGS,TNASTAG5698,AS black seal tag,172516,P0159,
F006,AS,RMTTAGS,TNASTAGS0002N,AS CLASSIC FIT 36 SIZE,1339,,
F006,AS,RMTTAPE,TNASTAP0421,polyester gross grain tape,1144,,
F006,AS,RMTTAPE,TNASTAP0437,tape with weave detail blue and yellow,1423,,
F006,AS,RMTTAPE,TNASTAP0438,tape with weave detail red and black,150,,
F006,AS,RMTTAPE,TNASTAP0448,3mm grey gross grain,200,,
F006,AS,RMTTAPE,TNASTAP0478N,AS Sht 15mm Tape Green Twill,1475,S0559,2025-03-11 00:00:00
F006,AS,RMTTAPE,TNASTAP0480N,AS Sht 15mm Tape Red Twill,95,,
F006,AS,RMTTAPE,TNASTAP0510N,As Tapeï¿½ aqua BA103 8mm Bhanu,2000,,
F006,AS,RMTTAPE,TNASTAP0602N,As Navy knitted Tape 10mm,7319,,
F006,AS,RMTTAPE,TNASTAP0604N,As White Knitted Tape 10mm,880,,
F006,AS,RMTTAPE,TNASTAP0634N,As Beskop 15mm Pipping Navy,2139,,
F006,AS,RMTTAPE,TNASTAP0638N,As Beskop 15mm Pipping Gold,41618,,
F006,AS,RMTTAPE,TNASTAP0639N,As Beskop 15mm Pipping Blue,4874,,
F006,AS,RMTTAPE,TNASTAP0640N,As 10mm Navy Grss grain,85359,P0176/P0180,
F006,AS,RMTTAPE,TNASTAP0648N,As 10mm Gold Grs Tape,156,P0179,
F006,AS,RMTTAPE,TNASTAP0649N,As 10mm Grey Grs Tape,182.3,P0179,
F006,AS,RMTTAPE,TNASTAP0651N,As 10mm Blue Grs Tape,1634.88,,
F006,AS,RMTTAPE,TNASTAP0652N,As 10mm Navy Grs Tape,19611.8,,
F006,AS,RMTTAPE,TNASTAP0653N,As 10mm Red Grs Tape,2499,,
F006,AS,RMTTAPE,TNASTAP0658N,AS SHRT TAPE SZ 8mm REF UI TA 16,1060,,
F006,AS,RMTTAPE,TNASTAP0661N,As SHRT TAPE 10mm Black Gross grain,2000,,
F006,AS,RMTTAPE,TNASTAP0662N,As SHRT TAPE 10mm Grey Gross grain,1000,,
F006,AS,RMTTSUPPR,TNASTPP4710,AY TISSUR PAPER without print,38654,,
F006,AS,RMPACKGNG,TNASUCL4715,U CLIP SS15,130,,
F006,AS,RMTLABEL,TNASWBL0008N,SOLITAIRE,500,S0705,2025-02-19 00:00:00
F006,AS,RMTLABEL,TNASWCL0013N,AS Mens wash careT shirt Satin Lyn dry,36275,S0463,2025-03-17 00:00:00
F006,AS,RMTLABEL,TNASWCL2413,Washcare - Taffeta tape,12188,,
F006,AS,RMTZIPS,TNASZIP0796N,As No 5 YKK Coil zipper navy color Colo,57,S0679,2025-02-19 00:00:00
F006,AS,RMTZIPS,TNASZIP09061,"Zipper length : 63 cm, Front closer for",60,,
F006,AS,RMTZIPS,TNASZIP5886,"10"" DTM CONCEAL ZIPPER FOR SKIRT AND TRO",295,,
F006,AS,RMTZIPS,TNASZIP6763,"AS AB RFD Zip   5"" with Logo",557,,
F006,AS,RMTTRIM,TNATCOR0001N,1 mm ELASTIC DRAW CORD WITH REFLECTIVE D,842,,
F006,AS,RMTLABEL,TNATLLL0004N,AS 1819U1221 Woven label,3550,S0556,2025-03-11 00:00:00
F006,AS,RMTTAPE,TNATTAP0079N,AS 1819U1222 1CM TAPE Opt 3rd,370,,
F006,AS,RMTOTHTRM,TNAYCOR0018N,As Cord  width 5mm  125cm Black,850,,
F006,HO,RMTBTRFLY,TNHOBUT0001,Paper Single Butterfly G3 480 gsm,3614,,
F006,HO,RMTSUPPRT,TNHOSUP0001,Paper Collar Traveller G3 480 gsm,851,,
F006,LP,RMPACKGNG,TNLPBCR05942,TTR WAX RIBBION 110MM x 100MTRS IKON,571348.37,,
F006,LP,RMTRIBBON,TNLPBCR3460,LP Trs SNB Wax resin Ribb 55mmx300mtrs s,105,,
F006,LP,RMTSTICKR,TNLPBCS0851,COMPUTER CARTON STICKERS,99072,,
F006,LP,RMTBTRFLY,TNLPBTF0007N,G2 - Single Butterfly 21 x 2.7 cm Plasti,1909,,
F006,LP,RMTBUTTON,TNLPBTN0406,SHANTUNG COL- 18LN WHITE,9728,,
F006,LP,RMTBUTTON,TNLPBTN0689,LP-SHJIN14L IMITATION MOP BTN OFFWHT N04,7234,,
F006,LP,RMTBUTTON,TNLPBTN3859,LPjeans metal BUT 18L( CODE Z4398),26210,S0390,2025-03-20 00:00:00
F006,LP,RMTBUTTON,TNLPBTN3860,LPjeans metal BUT 14 ( CODE Z4405),103122,,
F006,LP,RMPACKGNG,TNLPCFL0563,Cuff Stud using nylon,4900,,
F006,LP,RMPACKGNG,TNLPCLB1694,LP sht Collar Bone- 5cmx1cm x 0.25mm Cos,2758,,
F006,LP,RMPACKGNG,TNLPCLB1695,LP Sht Collar Bone- 6cmx1.2cmx0.25mm Cos,23,,
F006,LP,RMPACKGNG,TNLPCLB3070,LP UNGUMMED COLLAR BONES 0.25MM,11242,,
F006,LP,RMTCLRTVL,TNLPCLT0005N,G4 CT 50X4 CM PLASTIC .42MMÂ ,3010,,
F006,LP,RMTCLRTVL,TNLPCLT0008N,G7 CT 50X2.8 CM PLASTIC .42MM MANDRINEÂ ,945,,
F006,LP,RMTTAPE,TNLPCTT0276,LY gross grain tape 1cm width -navy,2125,,
F006,LP,RMTBUTTON,TNLPHMB04278,LP 1700184 Hole Sewon Metal Button14LAC+,3800,,
F006,LP,RMTBUTTON,TNLPHMB04280,LP 1700194 Hole Sewon MEtal Button18LAnt,56528,,
F006,LP,RMTLABEL,TNLPHTL04845,LP heat ransfer ref mfpl 46530 grey refl,13392,S0258,2025-03-20 00:00:00
F006,LP,RMTTAPE,TNLPITL0859,10MM WIDTH-wendler AHF tape,41890,P0172,
F006,LP,RMTTAPE,TNLPITL0860,6MM WIDTH ARM HOLE TAPE-wendler AHF,130300,P0172,
F006,LP,RMPACKGNG,TNLPMCL0003N,M Clip 35.02mm x 20.16mm HIPS Thickness-,38667,,
F006,LP,RMPACKGNG,TNLPMCL0046,LP Luxure Gripper  (LLP-TRM-100)-5,2882,,
F006,LP,RMPACKGNG,TNLPOTH0292N,BUTTON TO BUTTON HOLDER 7CM X 2CMPLASTIC,15,,
F006,LP,RMTPYBAG,TNLPPBB0029N,LP 15L+2 9.75W x 2G x 2F inch PP 50,18255,N21/N19/N23/N20/N18,
F006,LP,RMTTAPE,TNLPPPC1762,LY shirts Piping Cord 2MM,74475.24,P071/P0868/P0067/P0066/P0072,
F006,AS,RMTCOLLAR,TNLPPRT04591,LP ATH WORK COLLAR RIB  39,333,,
F006,AS,RMTCOLLAR,TNLPPRT04592,LP ATH WORK COLLAR RIB  40,571,,
F006,AS,RMTCOLLAR,TNLPPRT04593,LP ATH WORK COLLAR RIB  42,703,,
F006,AS,RMTCOLLAR,TNLPPRT04594,LP ATH WORK COLLAR RIB  44,207,,
F006,AS,RMTCOLLAR,TNLPPRT04596,LP ATH WORK CUFF RIB  38,693,,
F006,LP,RMTSTICKR,TNLPQCS0417,Quality checked stickers(common for all,247444,,
F006,LP,RMTSUPPRT,TNLPSUP0016N,G2 Collar Support 36.5 x 2.6 cm  Grey Ba,10105,,
F006,LP,RMTSUPPRT,TNLPSUP0017N,G3  Collar Support 36.5 x 2.9 cm  Grey B,33556,,
F006,LP,RMTSUPPRT,TNLPSUP0018N,G4  Collar Support 36.5 x 3.1 cm  Grey B,3451,,
F006,LP,RMTSUPPRT,TNLPSUP0019N,Back sup 33x20.5 cm craft back 500 GSM,58056,,
F006,LP,RMTSUPPRT,TNLPSUP0020N,Back sup33x20.5 cm craft back 500 GSM MA,840,,
F006,LP,RMTSUPPRT,TNLPSUP0023N,Back sup curve 33x22.5 cm craft back 500,3125,,
F006,LP,RMTLABEL,TNLPSZL0745,LP Knits SS13 M Size lable Regular fit U,3345,S0255/S0254,2025-03-20 00:00:00
F006,LP,RMTLABEL,TNLPSZL0746,LP Knits SS13 L Size lable Regular fit U,1473,S0255,2025-03-20 00:00:00
F006,LP,RMTLABEL,TNLPSZL0747,LP Knits SS13 XL Size lable Regular fit,1525,S0255/S0248/S0250,2025-03-20 00:00:00
F006,LP,RMTLABEL,TNLPSZL0748,LP Knits SS13 XXL Size lable Regular fit,1636,,
F006,LP,RMTLABEL,TNLPSZL1315,LP Knits SS13 S Size lable Regular fit U,15064,S0260,2025-03-20 00:00:00
F006,LP,RMTLABEL,TNLPSZL1316,LP Knits SS13 3XL Size lable Regular fit,2233,,
F006,LP,RMTTAGS,TNLPSZT1820,LP Jeans Collar Tab Tea Dip Size 38,1578,P092,
F006,LP,RMTTAGS,TNLPSZT1821,LP Jeans Collar Tab Tea Dip Size 39,11060,P092,
F006,LP,RMTTAGS,TNLPSZT1822,LP Jeans Collar Tab Tea Dip Size 40,9857,P092,
F006,LP,RMTTAGS,TNLPSZT1823,LP Jeans Collar Tab Tea Dip Size 42,8433,P0092/P0082,
F006,LP,RMTTAGS,TNLPSZT1824,LP Jeans Collar Tab Tea Dip Size 44,7014,P092,
F006,LP,RMTTAGS,TNLPSZT1825,LP Jeans Collar Tab Tea Dip Size 46,1069,,
F006,LP,RMTTAGS,TNLPSZT3302,LP SPORT collar sizer 038,985,P0088,
F006,LP,RMTTAGS,TNLPSZT3303,LP SPORT collar sizer 039,16768,P091/P087/P088,
F006,LP,RMTTAGS,TNLPSZT3304,LP SPORT collar sizer 040,11272,P0088,
F006,LP,RMTTAGS,TNLPSZT3305,LP SPORT collar sizer 042,13672,P0088/P0087,
F006,LP,RMTTAGS,TNLPSZT3306,LP SPORT collar sizer 044,9696,P0088,
F006,LP,RMTTAGS,TNLPSZT3307,LP SPORT collar sizer 046,1148,P0088/P0087,
F006,LP,RMTSLUGS,TNLPTAG1037,LP security Tab,182012,P0103,
F006,LP,RMTTAGS,TNLPTAG2948,LP DENIM DTYPE SWING TAG,10623,,
F006,LP,RMTTAGS,TNLPTAG2962,LP BARCODE TAG FOR DTYPE,9860,,
F006,LP,RMTTAPE,TNLPTAP0316N,LP mobilon tape,27796,,
F006,LP,RMTTSUPPR,TNLPTPP2928,LP SH TISSUE PAPER PLAIN COS,46592,,
F006,LP,RMTRIBBON,TNLPWCR0111,LP TRS Wash Care Ribbon 42MMx100Mtr,1859,,
F006,LP,RMTRIBBON,TNLPWCR0370,LP Sht/Trs Bar code Ribbon 55MMx300Mtr,17537.81,,
F006,LP,RMTZIPS,TNLPZIP0186N,LP Zipper,2560,,
F006,LP,RMTLABEL,TNLRWCL0017N,LRSFG0144SL-LRSFCSLP939313-F520LRSH766,537,,
F006,LP,RMTLABEL,TNLRWCL0047N,LP 100% COTTON,15900,S0406,2025-03-20 00:00:00
F006,LP,RMTCUFFLI,TNLXCFL0012N,LX HANG CFLNK 13MM 312A Gold,5100,,
F006,LP,RMPACKGNG,TNLXCSH0008N,LX Brown Collar Stand Paper Board  38,1870,,
F006,LP,RMPACKGNG,TNLXCSH0009N,LX Brown Collar Stand Paper Board  39,1363,,
F006,LP,RMPACKGNG,TNLXCSH0010N,LX Brown Collar Stand Paper Board  40,1421,,
F006,LP,RMPACKGNG,TNLXCSH0011N,LX Brown Collar Stand Paper Board  42,2145,,
