Plant,Brand,Product,Material,Description,Stock Qty,Bin NO,Updated Date
F006,LP,RMPACKGNG,TNLXCSH0012N,LX Brown Collar Stand Paper Board  44,1498,,
F006,LP,RMPACKGNG,TNLXCSH0013N,LX Brown Collar Stand Paper Board  46,1839,,
F006,LP,RMTLABEL,TNLXCTL0068N,LP SHRT Silk Blend SPL Lbl Presd  coll s,14010,S0354,2025-03-19 00:00:00
F006,LP,RMTLABEL,TNLXSPL0004N,LP SHRT LBL 2PLY GIZA 94,6100,S0253,2025-03-20 00:00:00
F006,LP,RMTTRIM,TNLXSTU0001N,LX HANG STUD Z6360 11MM Gold,10250,S0406,2025-03-20 00:00:00
F006,PE,RMTBUTTON,TNPCBTN1019N,POLY BTN-14L-NAVY COL 303-TEXTURE-RUBBER,2758,,
F006,PE,RMTBUTTON,TNPCBTN1161N,(PG 1095-COL:BROWN)POLYESTER 4 HOLE HORN,10368,S1053,2025-03-14 00:00:00
F006,PE,RMTBUTTON,TNPCBTN1162N,(PG 1095-COL:BROWN)POLYESTER 4 HOLE HORN,10368,S1053,2025-03-14 00:00:00
F006,PE,RMTTRIM,TNPCCOL0001N,"LEAD EDGE
FOR COLAR H 45 mm W 5 mm COLOR",3404,,
F006,PE,RMTTAPE,TNPCTAP0431N,TAPE-1CM-RED-PANTONE 19-1656 TPX-MANOHAR,71,,
F006,PE,RMTRIBBON,TNPEBCR1982,Barcode Ribbon - Shirts New,2413,,
F006,PE,RMTSTICKR,TNPEBCS3634,Accsories Barcode Sticker - 45 * 100mm -,833,,
F006,PE,RMTSTICKR,TNPEBCS9920,Barcode Sticker - 45*100mm -for CM Order,7082,,
F006,PE,RMTSUPPRT,TNPEBKS3661,PE Casual : Double back support 320 GSM,692,,
F006,PE,RMTSUPPRT,TNPEBKS6568,Back support without collar,600,,
F006,PE,RMTBTRFLY,TNPEBTF0006N,G2 - Single Butterfly 21 x 2.7 cm Plasti,7485,,
F006,PE,RMTBTRFLY,TNPEBTF0024N,G2 Single Butterfly Composable W21 H2.5,3910,,
F006,PE,RMTBUTTON,TNPEBTN0861N,SNAP BUTTON-18L-SAB-15LHK1281-3.AS PER O,26064,,
F006,PE,RMTBUTTON,TNPEBTN14446,16L POLY BTN SHERMON-PL08412 COL-3380 WH,636,S1052,2025-02-04 00:00:00
F006,PE,RMTBUTTON,TNPEBTN14454,14L POLY BTN SHERMON-PL08412 COL-BLACK,238,,
F006,PE,RMTBUTTON,TNPEBTN14455,16L POLY BTN SHERMON-PL08412 COL-BLACK,608,,
F006,PE,RMTBUTTON,TNPEBTN14459,14L POLY BTN SHERMON-PL08412 COL-WINE 19,693,S1052,2025-03-14 00:00:00
F006,PE,RMTBUTTON,TNPEBTN14770,18L 3 Hole matt finish polyester button-,2928,S1053,2025-01-17 00:00:00
F006,PE,RMTBUTTON,TNPEBTN14771,14L 3 Hole matt finish polyester button-,1119,,
F006,PE,RMTBUTTON,TNPEBTN14772,18L 3 Hole matt finish polyester button-,3108,S1025,2025-01-17 00:00:00
F006,PE,RMTBUTTON,TNPEBTN14773,14L 3 Hole matt finish polyester button-,1610,,
F006,PE,RMTBUTTON,TNPEBTN14774,18L 3 Hole matt finish polyester button-,1294,S1053,2025-01-17 00:00:00
F006,PE,RMTBUTTON,TNPEBTN14775,14L 3 Hole matt finish polyester button-,1724,,
F006,PE,RMTBUTTON,TNPEBTN8186,V DOT Art-VDJC -111  HORN 6013 I  BLK GR,970,,
F006,PE,RMPACKGNG,TNPECLB5279,PE Ungummed Collar Bones 5 CM,2000,,
F006,PE,RMTCLRTVL,TNPECLT0002N,G2 CT 50X3.5 CM PLASTIC .42MM,6491,,
F006,PE,RMTCLRTVL,TNPECLT0004N,G4 CT 50X4 CM PLASTIC .42MMï¿½,2261,,
F006,PE,RMTCLRTVL,TNPECLT0007N,G7 CT 50X2.8 CM PLASTIC .42MM MANDRINEÂ ,1000,,
F006,PE,RMTCLRTVL,TNPECLT0014N,G2 Paper CT W 51  H 3.5 cm Color  White,910,,
F006,PE,RMTLABEL,TNPEHTL0230N,Heat Transfer label Beige L 35.6 mm H 6.,7280,,
F006,PE,RMTTAPE,TNPEOTH12605,PEM-MOBILON TAPE FOR KNIT SHIRTS,596,,
F006,PE,RMTTAPE,TNPEOTH12950,PEC-BFRL-REF#NWCVT-P-2307-9MM-QUALITY-AS,103.2,,
F006,PE,RMTPYBAG,TNPEPBB0048N,Poly Bag 15 Lx 9.75W x 2G x 2F inch PP 5,7936,,
F006,PE,RMTPYBAG,TNPEPBB0050N,ShirtÂ  biodegradable  Bag 15Lx 9.75W x,2001,,
F006,PE,RMTPYBAG,TNPEPBB0054N,T-ShirtÂ  biodegradable  Bag PE T-SHIRT,124,,
F006,PE,RMTPYBAG,TNPEPBB3504,"Button pouch Size:2""/3""",3741,,
F006,PE,RMTTAPE,TNPEPTT11468,"CORDED TAPE 8MM, COLOR NAVY , AS PER SAM",600,,
F006,PE,RMTTAPE,TNPEPTT13633,PS-10 MM Width Grosgrain Tape NAVY,130,S1052,2025-01-17 00:00:00
F006,PE,RMTSTICKR,TNPEQCS0686,Quality Checked Stickers(Common for All),124,,
F006,PE,RMTOTHTRM,TNPERFL0001N,adjuster and O ring,3132,,
F006,PE,RMTOTHTRM,TNPESTO0002N,Black stopper for 8mm elastic,5404,,
F006,PE,RMTSUPPRT,TNPESUP0011N,G2 Collar Support 36.5 x 2.6 cm  Grey Ba,910,,
F006,PE,RMTSUPPRT,TNPESUP0012N,G3  Collar Support 36.5 x 2.9 cm  Grey B,14811,,
F006,PE,RMTSUPPRT,TNPESUP0014N,Back sup33x20.5 cm craft back 500 GSM MA,4205,,
F006,PE,RMTSUPPRT,TNPESUP0015N,Back sup curve 33x20.5 cm craft back 500,932,,
F006,PE,RMTTAPE,TNPETAP0302N,10 MM//Grosgrain Tape//Orange,366,,
F006,PE,RMTTSUPPR,TNPETPP2117,PE Casual :  TISSUE PAPER -Packing - New,35324,,
F006,PE,RMTTSUPPR,TNPETPP8317,PE Shirts New Plain Tissue Paper - SS16,719,,
F006,PE,RMPACKGNG,TNPEUCLP0001N,"U Clip, 42.30mm x 9.65mm, HIPS Thickness",1435,,
F006,PE,RMTLABEL,TNPEWCL0223,Label Tafetta 32MMTape(wash Care label),124,,
F006,PE,RMTRIBBON,TNPEWCR0224,Washcare Ribbon - Shirts,2049,,
F006,PE,RMPACKGNG,TNPICLB0007N,Ungummed Collar Bone 5 cm-Old Ref No.TBP,8709,,
F006,PE,RMTBUTTON,TNPJBTN0402N,4 HOLE PLASTIC CAMO PRINT BUTTONS 18L CO,1195,S1053,2025-01-17 00:00:00
F006,PE,RMTBUTTON,TNPJBTN0441N,JS SS21 0036 4 HOLE PLASTIC CAMO PRINT B,1249,S1053,2025-01-17 00:00:00
F006,PE,RMTTAPE,TNPJTAP0145N,"HERRINGBONE TAPE 100% COTTON, 1cm WIDTH,",45.1,,
F006,PE,RMTTAPE,TNPJTAP0146N,"HERRINGBONE TAPE 100% COTTON, 1cm WIDTH,",237,,
F006,PE,RMTBUTTON,TNPOBTN0012N,AW19POB009 VENDOR FORM SNAP BUTTON AS PE,22608,S1055/S1056,2025-01-20 00:00:00
F006,PE,RMTSUPPRT,TNPTSUPS0001N,T-shirt Backsupport Card   500 GSM M-L 2,2073,,
F006,PE,RMTBUTTON,TNPXBTN0278N,MATTE FINISH 3 HOLE POLYESTER BUTTON SIZ,502,,
F006,PE,RMTBUTTON,TNPXBTN0282N,MATTE FINISH 3 HOLE POLYESTER BUTTON SIZ,1002,,
F006,PE,RMTBUTTON,TNPXBTN0302N,MATTE FINISH 3 HOLE POLYESTER BUTTON SIZ,455,,
F006,PE,RMTBADGES,TNPXMST0024N,SILICON TRANSLUCENT BRANDING GREEN,630,S1054,2025-01-13 00:00:00
F006,LP,RMTSTICKR,TNSCBCS00165,SC New bar code Sticker 45x100m inho,9540,,
F006,LP,RMTSUPPRT,TNSCBKS00127,SC Sht Back support,500,,
F006,LP,RMTBUTTON,TNSCBTN00044,SC Felt Washer 942299 4675,446,S0283,2025-03-20 00:00:00
F006,LP,RMTBUTTON,TNSCBTN00050,SC BTN 897624 Alloy 4H 401 800 18L,1600,,
F006,LP,RMTBUTTON,TNSCBTN00252,SC SHELL TR WHITE 1823TH 18L LARGE FNT,1018,S0275,2025-03-20 00:00:00
F006,LP,RMTBUTTON,TNSCBTN00254,SC SHELL SMOK MOKTH 18L POL,5055,,
F006,LP,RMTBUTTON,TNSCBTN00255,SC SHELL SMOK MOKTH 14L POL,2301,S0408,2025-03-20 00:00:00
F006,LP,RMPACKGNG,TNSCCLB00115,SC sht 4.5cm Collar bone nylon,2312,,
F006,LP,RMPACKGNG,TNSCCLB00128,SC Sht paper Collar Bone Pouch,2317,,
F006,LP,RMTOTHTRM,TNSCCOR0023N,SC Blue Hood draw card 101CM,289,,
F006,LP,RMTOTHTRM,TNSCCOR0031N,SC Orange Hood draw card 101CM,499,,
F006,LP,RMTOTHTRM,TNSCCOR0039N,SC Maroon Hood draw card 101CM,490,,
F006,LP,RMTOTHTRM,TNSCCOR0047N,SC Black Hood draw card 101CM,499,,
F006,LP,RMTOTHTRM,TNSCCOR0055N,SC Green Hood draw card 101CM,494,,
F006,LP,RMTLABEL,TNSCMNL00089,SC Sht TRS Tsht Main label U1617-190 Blk,5045,S0281,2025-03-20 00:00:00
F006,LP,RMTTAPE,TNSCPTT00208,SC Sht Tape BAO 007 8mm poly tape,9259,,
F006,LP,RMTSTICKR,TNSCQCS00109,SC Quality checked stickers(common for a,2000,,
F006,LP,RMTRIBBON,TNSCRIB00117,SC Sht/Trs Bar code Ribbon 55MMx300Mtr,333,,
F006,LP,RMTBUTTON,TNSCSNA0001N,SC Snap 18L Art 5024 White,1872,S0249,2025-03-20 00:00:00
F006,LP,RMTBUTTON,TNSCSNA0002N,SC Snap 14L Art 5024 White,1624,S0265,2025-03-20 00:00:00
F006,LP,RMTLABEL,TNSCSZL00090,SC Size 40 cum Slim Fit Lbl u280,353,S282,2025-03-20 00:00:00
F006,LP,RMTLABEL,TNSCSZL00094,SC Size 42 cum Slim Fit Lbl u280,106,S0282,2025-03-20 00:00:00
F006,LP,RMTLABEL,TNSCSZL00095,SC Size 44 cum Slim Fit Lbl u280,600,S0282,2025-03-20 00:00:00
F006,LP,RMTLABEL,TNSCSZL00096,SC Size 46 cum Slim Fit Lbl u280,8727,,
F006,LP,RMTLABEL,TNSCSZL00114,SC Size 39 cum Slim Fit Lbl u280,3468,S0282,2025-03-20 00:00:00
F006,LP,RMTLABEL,TNSCSZL00185,SC Size 39 cum Modern Fit Lbl u280/1,251,S0282,2025-03-20 00:00:00
F006,LP,RMTLABEL,TNSCSZL00187,SC Size 42 cum Modern Fit Lbl u280/1,1612,S0282,2025-03-20 00:00:00
F006,LP,RMTLABEL,TNSCSZL00188,SC Size 44 cum Modern Fit Lbl u280/1,2156,S0282,2025-03-20 00:00:00
F006,LP,RMTLABEL,TNSCSZL00189,SC Size 46 cum Modern Fit Lbl u280/1,697,S0282,2025-03-20 00:00:00
F006,LP,RMTLABEL,TNSCSZL0046N,Sc Modern Size 39,3220,S0254,2025-03-20 00:00:00
F006,LP,RMTLABEL,TNSCSZL0047N,Sc Modern Size 40,1750,S0242,2025-03-21 00:00:00
F006,LP,RMTLABEL,TNSCSZL0048N,Sc Modern Size 42,3000,S0264,2025-03-20 00:00:00
F006,LP,RMTLABEL,TNSCSZL0049N,Sc Modern Size 44,4700,,
F006,LP,RMTLABEL,TNSCSZL0050N,Sc Modern Size 46,1219,S0241,2025-03-21 00:00:00
F006,LP,RMTLABEL,TNSCSZL0051N,Sc Slim Fit Size 39,5345,S0254,2025-03-20 00:00:00
F006,LP,RMTLABEL,TNSCSZL0052N,Sc Slim Fit Size 40,2008,S0390/S0250,2025-03-20 00:00:00
F006,LP,RMTLABEL,TNSCSZL0053N,Sc Slim Fit Size 42,1894,S0242,2025-03-21 00:00:00
F006,LP,RMTLABEL,TNSCSZL0054N,Sc Slim Fit Size 44,5994,,
F006,LP,RMTLABEL,TNSCSZL0055N,Sc Slim Fit Size 46,16903,S0242,2025-03-21 00:00:00
F006,LP,RMTLABEL,TNSCSZL0086N,SC Shirt Modern Size 39,1628,S1538/S0278,2025-03-20 00:00:00
F006,SC,RMTLABEL,TNSCSZL0087N,SC Shirt Modern Size 40,856,S0390/S0278,2025-03-20 00:00:00
F006,LP,RMTLABEL,TNSCSZL0088N,SC Shirt Modern Size 42,370,S0250,2025-03-20 00:00:00
F006,LP,RMTLABEL,TNSCSZL0089N,SC Shirt Modern Size 44,412,S0278,2025-03-20 00:00:00
F006,LP,RMTLABEL,TNSCSZL0090N,SC Shirt Modern Size 46,1252,S0278/S0250,2025-03-20 00:00:00
F006,LP,RMTSLUGS,TNSCTAG00129,SC Sht Orng Security seal tag Bone pouch,4000,,
F006,LP,RMTTAPE,TNSCTAP0032N,SC 8MM Blue Grass Grain Tape,600,,
F006,LP,RMTTAPE,TNSCTAP0046N,SC Navy 8mm Canvas Tape,300,,
F006,LP,RMTTAPE,TNSCTAP0048N,SC Brown 8mm Canvas Tape,550,,
F006,LP,RMTTAPE,TNSCTAP0050N,SC Black 8mm Canvas Tape,300,,
F006,LP,RMTTAPE,TNSCTAP0051N,SC White 8mm Canvas Tape,300,,
F006,LP,RMTLABEL,TNSCWCL00091,SC Wash Care lbl PU1617-69 B,25715,S0301/S0295,2025-03-20 00:00:00
F006,VH,RMTBUTTON,TNVDBTN2264,`ANTONE 19-1531 TPG.14L=1GRS.POLSONÂ ,1758,S0893,2025-01-23 00:00:00
F006,VH,RMTBUTTON,TNVDBTN2265,19-1531 TPG.18L,7200,,
F006,VH,RMTBUTTON,TNVDBTN2487N,"VD 9/1806-16, WITHOUT BRANDING..18L",3816,S0919,2025-01-25 00:00:00
F006,VH,RMTBUTTON,TNVDBTN2944N,VH POLTB 19543  Wine  18L,100,,
F006,VH,RMTBUTTON,TNVDBTN2946N,VH POLTB 19543 Teal   18L,8412,S1040,2025-01-18 00:00:00
F006,VH,RMTBUTTON,TNVDBTN2947N,VH POLTB 19543 Teal 14L,2100,S1040,2025-01-18 00:00:00
F006,VH,RMTBUTTON,TNVDSNA0040N,VD CLT799 18L SAN Polsan,2800,S0860,2025-01-21 00:00:00
F006,VH,RMTBUTTON,TNVDSNA0044N,4 parts flat Black Matt snap button,3820,S0924,2025-01-25 00:00:00
F006,VH,RMTLABEL,TNVDSPL0044N,Gusset Label Quality refer  MF F15029 Op,3400,S0742,2025-01-31 00:00:00
F006,VH,RMTSUPPRT,TNVDSUP0017N,Back sup curve 33x22.5 cm craft back 500,1983,,
F006,VH,RMTLABEL,TNVDSZL0312N,VH Black with white size label 39 Size,200,S1024,2025-01-17 00:00:00
F006,VH,RMTLABEL,TNVDSZL0315N,VH Black with white size label 44 Size,200,S1024,2025-01-17 00:00:00
F006,VH,RMTLABEL,TNVDSZL0317N,VH Black with white size label 48 Size,1600,S0746,2025-01-31 00:00:00
F006,VH,RMTTAPE,TNVDTAP0337N,VH  UVT-02 CW-1 15MM TAPE Sharman,2635,,
F006,VH,RMTTAPE,TNVDTAP0353N,VH mobilon tape,31088,P0047,
F006,VH,RMTTAPE,TNVDTAP0433N,VH Satin Tape With Mustard color 10MM,600,,
F006,VH,RMTTAPE,TNVDTAP0434N,VH Satin Tape with With Rust color 10MM,687,P023/P0019/P0015/P0015,
F006,VH,RMTTAPE,TNVDTAP0435N,VH Satin Tape with With Red color 10MM,630,,
F006,VH,RMTTAPE,TNVDTAP0436N,VH Satin Tape with With Wine color 10MM,2285,,
F006,VH,RMTTAPE,TNVDTAP0437N,VH Satin Tape with  purple color 10MM,4300,,
F006,VH,RMTTAPE,TNVDTAP0487N,1.5CM Tape  / Color quality as per topli,1745,,
F006,VH,RMTTAPE,TNVDTAP0491N,VH Black Grss grain tape 10mm,69.05,,
F006,VH,RMTTAPE,TNVDTAP0493N,VH Red Grss grain tape 10mm,395,,
F006,VH,RMTTAPE,TNVDTAP0527N,VD 10MM White Knitted tape,290,,
F006,VH,RMTTAPE,TNVDTAP0528N,VD 10MM Black Knitted tape,200,,
F006,VH,RMTRIVETS,TNVFEY0001N,VH FX EYELET 018AÂ  10MM Black,476,S0886,2025-01-22 00:00:00
F006,VH,RMTRIVETS,TNVFEY0002N,VH FX EYELETÂ  018BÂ  12MM Black,300,S0751,2025-02-01 00:00:00
F006,VH,RMTLABEL,TNVFHTL0028N,VF Black Reflecting Ht Label Dot,205,S0886,2025-01-22 00:00:00
F006,VH,RMTRIVETS,TNVFOTR0029N,VF P11769 Black Matt eyelet 12mm,4324,S0870,2025-01-22 00:00:00
F006,VH,RMTRIVETS,TNVFOTR0047N,VF P11769 12MM White Matt,70,S0879,2025-01-23 00:00:00
F006,VH,RMTRIVETS,TNVFOTR0065N,VF P11769 Neon 12mm Matt EYELET Op2,17440,S1046,2025-01-18 00:00:00
F006,VH,RMTRIVETS,TNVFOTR0071N,VF P11769 Orange 12mm Matt OP 2,7110,S1042,2025-01-18 00:00:00
F006,VH,RMTRIVETS,TNVFOTR0074N,VF P11769 Orange 12mm Matt OP 6 Ink PMC,10264,S0753,2025-02-01 00:00:00
F006,VH,RMTBUTTON,TNVFSNA0010N,VF P11261 SNP PMC 251 Navy RBBR  11.5MM,1895,S0509,2025-03-03 00:00:00
F006,VH,RMTBUTTON,TNVFSNA0011N,VF P11261 SNP PMC 251 Olive RBBR  11.5MM,2454,S0756,2025-02-01 00:00:00
F006,VH,RMTWAIST,TNVFWBD0002N,VF Waist Brand  Silicon 4cm Black,2311,,
F006,VH,RMTLABEL,TNVFWCL0005N,VF WASH CARE 100 COTTON,5383,S0862,2025-01-21 00:00:00
F006,VH,RMTLABEL,TNVFWCL0006N,VF WASH CARE 86NYLON 14 SPNDX,2029,S1582,2025-01-28 00:00:00
F006,VH,RMTLABEL,TNVFWCL0008N,VF WASH CARE 85NYLON 15 SPNDX,1268,S1582,2025-01-28 00:00:00
F006,VH,RMTTRIM,TNVFWSR0001N,VH SHRT  WASHER 8MM WHITE,42250,S0790,2025-03-14 00:00:00
F006,VH,RMTZIPS,TNVFZIP0085N,VH FLEX NO 5 169 61.CM Metal,60,,
F006,VH,RMTZIPS,TNVFZIP0086N,VH FLEX NO 5 169 61.5CM Metal,73,,
F006,VH,RMTZIPS,TNVFZIP0088N,VH FLEX NO 5 169 63CM Metal,123,,
F006,VH,RMTZIPS,TNVFZIP0100N,VH FLEX NO 5 243 63CM Metal,131,,
F006,VH,RMTZIPS,TNVFZIP0188N,VH Revrs Coil PU Coatd 5 Opn Ed 580 65.5,360,,
F006,VH,RMTZIPS,TNVFZIP0193N,VH FLX RVS NYL COIL 169 N5 OPN END 65.5C,132,,
F006,VH,RMTZIPS,TNVFZIP0285N,VF No 5Nylon CIFOR 56 DA8BV014 59.5CM580,55,,
F006,VH,RMTZIPS,TNVFZIP0293N,VF 6579918 CFC-39 580 H3 P12KE REVE 15CM,1813,,
F006,VH,RMTZIPS,TNVFZIP0296N,VF 6579918 CFC-39 580 H3 P12KE REVE 16CM,1368,,
F006,VH,RMTZIPS,TNVFZIP0298N,VF 6579918 CFC-39 960 H3 P12KE REVE 15CM,1763,,
F006,VH,RMTZIPS,TNVFZIP0301N,VF 6579918 CFC-39 960 H3 P12KE REVE 16CM,98,,
F006,VH,RMTZIPS,TNVFZIP0304N,VF 2364202 CIFOR58  E P16 196 NANTI 59CM,106,,
F006,VH,RMTZIPS,TNVFZIP0305N,VF 2364202 CIFOR58  E P16 196 NANTI 59.5,118,,
F006,VH,RMTZIPS,TNVFZIP0306N,VF 2364202 CIFOR58  E P16 196 NANTI 60CM,99,,
F006,VH,RMTZIPS,TNVFZIP0329N,VF 6680866 908 COIL NO 5 64CM,13,,
F006,VH,RMTZIPS,TNVFZIP0330N,VF 6680866 908 COIL NO 5 64.5CM,67,,
F006,VH,RMTZIPS,TNVFZIP0331N,VF 6680866 908 COIL NO 5 65CM,51,,
F006,VH,RMTZIPS,TNVFZIP0339N,VF 6560144 919 CIFOR56 DA8014 E P16 64,148,,
F006,VH,RMTZIPS,TNVFZIP0340N,VF 6560144 919 CIFOR56 DA8014 E P16 64 5,202,,
F006,VH,RMTZIPS,TNVFZIP0341N,VF 6560144 919 CIFOR56 DA8014 E P16 65,162,,
F006,VH,RMTZIPS,TNVFZIP0342N,VF 6560144 919 CIFOR56 DA8014 E P16 65 5,70,,
F006,VH,RMTZIPS,TNVFZIP0344N,VH FLX Coil Size 5 Open End 580 64CM,76,,
F006,VH,RMTZIPS,TNVFZIP0345N,VH FLX Coil Size 5 Open End 580 64.5CM,200,,
F006,VH,RMTZIPS,TNVFZIP0346N,VH FLX Coil Size 5 Open End 580 65CM,125,,
F006,VH,RMTZIPS,TNVFZIP0347N,VH FLX Coil Size 5 Open End 580 65.5CM,43,,
F006,VH,RMTZIPS,TNVFZIP0386N,VF 3736937 CIFOR 56 501EP16REVERSE60.5,559,,
F006,VH,RMTZIPS,TNVFZIP0434N,VF 3736937 CIFOR 56 960  REVERSE P16 59,139,,
F006,VH,RMTZIPS,TNVFZIP0435N,VF 3736937 CIFOR 56 960  REVERSE P16 59.,158,,
F006,VH,RMTZIPS,TNVFZIP0436N,VF 3736937 CIFOR 56 960  REVERSE P16 60,129,,
F006,VH,RMTZIPS,TNVFZIP0439N,VH Size 3 Closed   CINC zip D-560,698,,
F006,VH,RMTZIPS,TNVFZIP0440N,VH Size 3 Closed   CINC zip D-560,298,,
F006,VH,RMTZIPS,TNVFZIP0446N,"Size 3, Closed End, CINC zip - D-058",62,,
F006,VH,RMTZIPS,TNVFZIP0460N,"Size 3, Closed End, CINC zip - B-008",98,,
F006,VH,RMTZIPS,TNVFZIP0463N,VF 3736937 CIFOR 56 960  REVERSE P16 60.,56,,
F006,VH,RMTZIPS,TNVFZIP0470N,"Size 3, Closed End, CINC zip - D-158",96,,
F006,VH,RMTZIPS,TNVFZIP0483N,VH Size 3 Closed   CINC zip  A916,1095,,
F006,VH,RMTZIPS,TNVFZIP0484N,VH Size 3 Closed   CINC zip  A916,400,,
F006,VH,RMTZIPS,TNVFZIP0489N,VF 3245476 CHC 36 580 DA4Q1 E P12 17.5CM,2068,,
F006,VH,RMTZIPS,TNVFZIP0490N,VF 3245476 CHC 36 580 DA4Q1 E P12 19CM,727,,
F006,VH,RMTZIPS,TNVFZIP0506N,VF 6579918  CFC-39 DS5BVH016A H3 RVS 18C,304,,
F006,VH,RMTZIPS,TNVFZIP0526N,VF NO 3ClosedNylonCoil Dsbyg 501 16cm,1298,,
F006,VH,RMTZIPS,TNVFZIP0556N,VH Size 3  Closed CINC  Brown B-088,398,,
F006,VH,RMTZIPS,TNVFZIP0557N,VH Size 3  Closed CINC  Brown B-088,198,,
F006,VH,RMTZIPS,TNVFZIP0558N,VH Size 3  Closed CINC Green D-075,398,,
F006,VH,RMTZIPS,TNVFZIP0559N,VH Size 3  Closed CINC Green D-075,197,,
F006,VH,RMTZIPS,TNVFZIP0563N,VF NO 3 NORMAL COIL ZIP OLIVE 237 8inch,190,,
F006,VH,RMTZIPS,TNVFZIP0623N,VF VSN 580 ZIPPERSIZE 63.5CM,98,,
F006,VH,RMTZIPS,TNVFZIP0624N,VF VSN 580 ZIPPERSIZE 64CM,98,,
F006,VH,RMTZIPS,TNVFZIP0625N,VF VSN 580 ZIPPERSIZE 64 5 CM,41,,
F006,VH,RMTZIPS,TNVFZIP0626N,VF VSN 580 ZIPPERSIZE 65 CM,98,,
F006,VH,RMTZIPS,TNVFZIP0627N,VF VSN 580 ZIPPERSIZE 65 5 CM,98,,
F006,VH,RMTRIBBON,TNVHBCR0002N,VH TTR Wax Ribbon Size : 110mm x 300mtrs,41079.17,,
F006,VH,RMTSTICKR,TNVHBCR1707,TTR Wax Ribbon Size : 110mm x 100mtrs,716.327,,
F006,VH,RMTSTICKR,TNVHBCS1706,.TL Dicut Label( Carton Sticker) 100*150,47720,,
F006,VH,RMTBTRFLY,TNVHBTF0010N,G3 - Single Butterfly 21 x 3.0 cm Plasti,4053,,
F006,VH,RMTBTRFLY,TNVHBTF0011N,G4 - Single Butterfly 21 x 3.2 cm Plasti,2289,,
F006,VH,RMTBTRFLY,TNVHBTF0016N,VH SINGLE BUTTERFLY G1,1211,,
F006,VH,RMTBTRFLY,TNVHBTF0017N,G4 - Single Butterfly 21 x 3.2 cm Plasti,50000,,
F006,VH,RMTBTRFLY,TNVHBTF0019N,VH SINGLE BUTTERFLY G3,4386,,
F006,VH,RMTBTRFLY,TNVHBTF0020N,VH DOUBLE BUTTERFLY,1551,,
F006,VH,RMTBUTTON,TNVHBTN0515,VH:BEST WHITE BUTTON-18L,78,S0859,2025-01-21 00:00:00
F006,VH,RMTBUTTON,TNVHBTN1924N,S,591,S0850,2025-01-21 00:00:00
F006,VH,RMTBUTTON,TNVHBTN2026N,VH ART PL10279 COL 7224  14L FORM,753,S1007,2025-02-17 00:00:00
F006,VH,RMTBUTTON,TNVHBTN2030N,VH ART PL10279 COL 7226 QTY 14L Form,2300,S1012,2025-01-17 00:00:00
F006,VH,RMTBUTTON,TNVHBTN2031N,VH ART PL10279 COL 7226 QTY 16L Form,9800,S1012,2025-01-17 00:00:00
F006,VH,RMTBUTTON,TNVHBTN2087N,VH 16L Blue TRS BUTTONS Bhanu light colo,3971,S0851,2025-01-21 00:00:00
F006,VH,RMTBUTTON,TNVHBTN2092N,VH 16L Pink TRS BUTTONS Bhanu light colo,1021,S0877,2025-01-22 00:00:00
F006,VH,RMTBUTTON,TNVHBTN2093N,VH 14L Pink TRS BUTTONS Bhanu light colo,188,S0877,2025-01-22 00:00:00
F006,VH,RMTBUTTON,TNVHBTN2095N,VH Grep 16l buttons light colo,3024,S1013,2025-01-25 00:00:00
F006,VH,RMTBUTTON,TNVHBTN2243N,VH 4HOLE TRANSPERENT BUTTON BA943 16L,720,S1048,2025-01-20 00:00:00
F006,VH,RMTBUTTON,TNVHBTN2245N,TBPEBTN17300 Suit Buttons Components 32,1000,S0960,2025-01-13 00:00:00
F006,VH,RMTBUTTON,TNVHBTN2246,VH-18L BLACK BUTTON 4 H BEST BLACK4,1065,S0841,2025-01-20 00:00:00
F006,VH,RMTBUTTON,TNVHBTN2493N,VH STK 007 CLR BLUE-WHITE L 14L,66,S1049,2025-01-24 00:00:00
F006,VH,RMTBUTTON,TNVHBTN2494N,VH STK 007 CLR BLUE -WHITE 16L,388,S1049,2025-01-24 00:00:00
F006,VH,RMTBUTTON,TNVHBTN2495N,VH  STK 131 CLR NAVY  14L,80,S0886,2025-01-22 00:00:00
F006,VH,RMTBUTTON,TNVHBTN2498N,VH  STK 131 CLR BLUE  16LÂ ,320,S1049,2025-01-20 00:00:00
F006,VH,RMTBUTTON,TNVHBTN2505N,VH STK 131 CLR BEIGE 14L,118,S0886,2025-01-22 00:00:00
F006,VH,RMTBUTTON,TNVHBTN2506N,VH  STK 131 CLR BEIGE 16L,312,S0886,2025-01-22 00:00:00
F006,VH,RMTBUTTON,TNVHBTN2509N,VH  STK 140 CLR NAVY 14L,3312,S1047,2025-01-18 00:00:00
F006,VH,RMTBUTTON,TNVHBTN2510N,VH  STK 140 CLR NAVY 16L,13968,S1047,2025-01-18 00:00:00
F006,VH,RMTBUTTON,TNVHBTN2558,AS  22L-NLF-97384(TPT)2H-F,11474,S0733,2025-01-31 00:00:00
F006,VH,RMTBUTTON,TNVHBTN3004N,VH Z10630 PMC 602 14L,8699,S1579,2025-01-30 00:00:00
F006,VH,RMTBUTTON,TNVHBTN6488,VH WORLD WEAR ENG  OFF WHITE SHELL 14 L,5517,S1048,2025-01-20 00:00:00
F006,VH,RMPACKGNG,TNVHCLB0017N,VH Shirt Collar 5cm Bone,4794,,
